SMS,IsTransaction,Category,Reason
"Dear Customer, Rs.10,000 to Rs.80,000 quick loan can be disbursed on 11.11.2026. Get money in minutes: http://example.in/2334 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.5,00,000 loan can be credited to your Bank A/c on 08.11.2026. Apply Now: http://example.in/4261 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 loan offer waiting for you on 01.09.2026. Complete KYC to proceed: http://example.in/4995 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.50,000 personal loan can be credited instantly on 13.12.2026. Get money in minutes: http://example.in/2363 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 personal loan can be credited instantly on 25.12.2026. Complete KYC to proceed: http://example.in/2751 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 cash loan up to Rs.10,000 on 18.02.2026. Get money in minutes: http://example.in/3409 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 you are eligible for a personal loan on 14.09.2026. Offer valid today: http://example.in/2322 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 loan can be credited to your Bank A/c on 05.09.2026. Offer valid today: http://example.in/9737 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.80,000 credit line available on 09.04.2026. Get money in minutes: http://example.in/4879 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.25,000 personal loan can be credited instantly on 17.10.2026. Check if you qualify: http://example.in/6404 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 loan offer waiting for you on 22.11.2026. Click to know more: http://example.in/1861 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 you are eligible for a personal loan on 08.06.2026. Check if you qualify: http://example.in/5983 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 pre-approved loan available on 23.03.2026. Check if you qualify: http://example.in/9690 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 cash loan up to Rs.25,000 on 05.10.2026. Offer valid today: http://example.in/7758 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 loan offer waiting for you on 19.02.2026. Complete KYC to proceed: http://example.in/3309 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,00,000 credit line available on 08.01.2026. Check if you qualify: http://example.in/5741 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.5,00,000 cash loan up to Rs.5,00,000 on 01.07.2026. Complete KYC to proceed: http://example.in/8103 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 loan offer waiting for you on 07.01.2026. Get money in minutes: http://example.in/4598 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.1,50,000 credit line available on 23.10.2026. Limited period offer: http://example.in/3039 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.25,000 you are eligible for a personal loan on 22.12.2026. Apply Now: http://example.in/3778 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 you are eligible for a personal loan on 01.08.2026. Apply Now: http://example.in/7096 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 loan offer waiting for you on 21.06.2026. Instant approval: http://example.in/6743 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 loan can be credited to your Bank A/c on 02.03.2026. Instant approval: http://example.in/1910 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 personal loan can be credited instantly on 15.03.2026. Instant approval: http://example.in/3120 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 quick loan can be disbursed on 22.05.2026. Click to know more: http://example.in/4426 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 instant cash loan available on 04.04.2026. Apply Now: http://example.in/5962 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 personal loan can be credited instantly on 13.02.2026. Check if you qualify: http://example.in/4640 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 instant cash loan available on 20.08.2026. Offer valid today: http://example.in/3917 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 pre-approved loan available on 08.04.2026. Check if you qualify: http://example.in/3827 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 loan approved subject to verification on 27.08.2026. Get money in minutes: http://example.in/8648 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 personal loan can be credited instantly on 26.08.2026. Limited period offer: http://example.in/6975 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 loan approved subject to verification on 23.03.2026. Get money in minutes: http://example.in/8484 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 instant cash loan available on 14.02.2026. Complete KYC to proceed: http://example.in/1761 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 loan offer waiting for you on 19.11.2026. Instant approval: http://example.in/5939 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 you are eligible for a personal loan on 05.12.2026. Click to know more: http://example.in/5746 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 loan offer waiting for you on 08.06.2026. Offer valid today: http://example.in/1715 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 cash loan up to Rs.5,000 on 17.09.2026. Get money in minutes: http://example.in/6667 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 pre-approved loan available on 23.06.2026. Instant approval: http://example.in/8783 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 credit line available on 13.02.2026. Complete KYC to proceed: http://example.in/1414 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 credit line available on 21.10.2026. Click to know more: http://example.in/3106 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 you are eligible for a personal loan on 23.12.2026. Check if you qualify: http://example.in/2030 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,000 instant cash loan available on 02.01.2026. Get money in minutes: http://example.in/1775 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 cash loan up to Rs.50,000 on 15.01.2026. Limited period offer: http://example.in/4976 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 personal loan can be credited instantly on 19.01.2026. Get money in minutes: http://example.in/7334 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 you are eligible for a personal loan on 01.05.2026. Get money in minutes: http://example.in/3406 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 pre-approved loan available on 18.01.2026. Get money in minutes: http://example.in/1072 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 loan can be credited to your Bank A/c on 18.04.2026. Complete KYC to proceed: http://example.in/4943 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.1,50,000 credit line available on 17.04.2026. Check if you qualify: http://example.in/8618 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 personal loan can be credited instantly on 13.12.2026. Get money in minutes: http://example.in/1139 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.25,000 pre-approved loan available on 23.12.2026. Click to know more: http://example.in/9062 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 loan approved subject to verification on 11.12.2026. Click to know more: http://example.in/3499 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,000 loan offer waiting for you on 24.10.2026. Check if you qualify: http://example.in/2882 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 cash loan up to Rs.10,000 on 26.10.2026. Limited period offer: http://example.in/5889 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.5,00,000 pre-approved loan available on 14.04.2026. Check if you qualify: http://example.in/7473 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 quick loan can be disbursed on 01.03.2026. Limited period offer: http://example.in/2750 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 you are eligible for a personal loan on 01.03.2026. Instant approval: http://example.in/6513 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 personal loan can be credited instantly on 01.12.2026. Apply Now: http://example.in/3283 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.1,50,000 loan offer waiting for you on 26.01.2026. Check if you qualify: http://example.in/8591 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 loan can be credited to your Bank A/c on 16.05.2026. Instant approval: http://example.in/7317 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 pre-approved loan available on 13.05.2026. Get money in minutes: http://example.in/6452 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 pre-approved loan available on 18.10.2026. Instant approval: http://example.in/9323 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 quick loan can be disbursed on 18.09.2026. Instant approval: http://example.in/5695 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 you are eligible for a personal loan on 12.05.2026. Check if you qualify: http://example.in/5924 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.50,000 quick loan can be disbursed on 20.03.2026. Offer valid today: http://example.in/3145 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 personal loan can be credited instantly on 25.05.2026. Offer valid today: http://example.in/5220 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.1,50,000 cash loan up to Rs.1,50,000 on 07.07.2026. Apply Now: http://example.in/8691 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.1,50,000 cash loan up to Rs.1,50,000 on 08.01.2026. Instant approval: http://example.in/5654 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 instant cash loan available on 27.07.2026. Apply Now: http://example.in/2499 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 credit line available on 08.02.2026. Apply Now: http://example.in/9254 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.1,50,000 loan approved subject to verification on 17.06.2026. Get money in minutes: http://example.in/8791 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 pre-approved loan available on 23.02.2026. Check if you qualify: http://example.in/6241 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.1,50,000 loan offer waiting for you on 16.11.2026. Apply Now: http://example.in/9335 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 loan offer waiting for you on 22.06.2026. Check if you qualify: http://example.in/3150 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 personal loan can be credited instantly on 12.04.2026. Apply Now: http://example.in/5536 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 cash loan up to Rs.50,000 on 27.06.2026. Offer valid today: http://example.in/8995 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 loan can be credited to your Bank A/c on 22.02.2026. Limited period offer: http://example.in/1093 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 cash loan up to Rs.25,000 on 20.10.2026. Apply Now: http://example.in/4668 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 pre-approved loan available on 08.09.2026. Complete KYC to proceed: http://example.in/8482 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 quick loan can be disbursed on 14.12.2026. Instant approval: http://example.in/9749 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.50,000 loan offer waiting for you on 05.02.2026. Limited period offer: http://example.in/5370 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 loan offer waiting for you on 15.03.2026. Get money in minutes: http://example.in/9942 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 loan offer waiting for you on 07.10.2026. Instant approval: http://example.in/9010 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 personal loan can be credited instantly on 03.01.2026. Get money in minutes: http://example.in/3619 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.80,000 loan approved subject to verification on 25.04.2026. Offer valid today: http://example.in/9045 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 you are eligible for a personal loan on 05.11.2026. Complete KYC to proceed: http://example.in/7808 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 loan approved subject to verification on 21.02.2026. Click to know more: http://example.in/3328 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.50,000 you are eligible for a personal loan on 24.10.2026. Instant approval: http://example.in/1522 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 loan approved subject to verification on 09.02.2026. Click to know more: http://example.in/6668 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 quick loan can be disbursed on 22.04.2026. Limited period offer: http://example.in/7171 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.1,50,000 quick loan can be disbursed on 02.10.2026. Apply Now: http://example.in/2292 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.1,50,000 personal loan can be credited instantly on 04.12.2026. Apply Now: http://example.in/5125 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 credit line available on 08.06.2026. Get money in minutes: http://example.in/1049 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 you are eligible for a personal loan on 20.08.2026. Complete KYC to proceed: http://example.in/8565 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 loan approved subject to verification on 25.07.2026. Apply Now: http://example.in/9929 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.50,000 pre-approved loan available on 09.04.2026. Get money in minutes: http://example.in/1705 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.25,000 credit line available on 06.10.2026. Offer valid today: http://example.in/6535 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 credit line available on 09.01.2026. Complete KYC to proceed: http://example.in/5683 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 pre-approved loan available on 12.12.2026. Apply Now: http://example.in/4618 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 cash loan up to Rs.5,000 on 10.12.2026. Click to know more: http://example.in/2175 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 instant cash loan available on 10.01.2026. Limited period offer: http://example.in/9194 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.50,000 you are eligible for a personal loan on 10.01.2026. Get money in minutes: http://example.in/6227 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 quick loan can be disbursed on 18.05.2026. Apply Now: http://example.in/8681 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,00,000 to Rs.5,00,000 cash loan up to Rs.5,00,000 on 21.01.2026. Click to know more: http://example.in/4426 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.50,000 credit line available on 03.02.2026. Check if you qualify: http://example.in/1909 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.50,000 loan can be credited to your Bank A/c on 13.05.2026. Instant approval: http://example.in/9966 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 personal loan can be credited instantly on 12.11.2026. Click to know more: http://example.in/5584 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.25,000 you are eligible for a personal loan on 13.02.2026. Instant approval: http://example.in/9092 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.5,00,000 credit line available on 25.08.2026. Click to know more: http://example.in/1464 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 loan can be credited to your Bank A/c on 05.11.2026. Click to know more: http://example.in/4099 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 credit line available on 25.08.2026. Apply Now: http://example.in/8272 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.25,000 loan can be credited to your Bank A/c on 16.10.2026. Limited period offer: http://example.in/5170 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 personal loan can be credited instantly on 01.09.2026. Check if you qualify: http://example.in/6000 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 loan approved subject to verification on 21.06.2026. Apply Now: http://example.in/9096 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.80,000 you are eligible for a personal loan on 27.08.2026. Complete KYC to proceed: http://example.in/6521 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.5,00,000 loan offer waiting for you on 13.08.2026. Click to know more: http://example.in/5895 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.10,000 loan can be credited to your Bank A/c on 26.12.2026. Instant approval: http://example.in/6401 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.80,000 loan offer waiting for you on 15.03.2026. Instant approval: http://example.in/2882 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.10,000 loan approved subject to verification on 23.11.2026. Complete KYC to proceed: http://example.in/4220 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.1,50,000 to Rs.1,50,000 you are eligible for a personal loan on 02.08.2026. Offer valid today: http://example.in/9367 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 loan offer waiting for you on 26.07.2026. Click to know more: http://example.in/1345 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 personal loan can be credited instantly on 16.09.2026. Complete KYC to proceed: http://example.in/3004 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 loan offer waiting for you on 23.11.2026. Complete KYC to proceed: http://example.in/2868 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 instant cash loan available on 17.12.2026. Offer valid today: http://example.in/3340 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,00,000 quick loan can be disbursed on 17.02.2026. Instant approval: http://example.in/9496 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.10,000 cash loan up to Rs.10,000 on 05.07.2026. Instant approval: http://example.in/8423 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.1,50,000 loan approved subject to verification on 03.06.2026. Click to know more: http://example.in/2363 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 loan approved subject to verification on 08.10.2026. Limited period offer: http://example.in/9524 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 loan can be credited to your Bank A/c on 03.05.2026. Click to know more: http://example.in/2948 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.1,50,000 loan offer waiting for you on 06.06.2026. Instant approval: http://example.in/6707 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 personal loan can be credited instantly on 05.03.2026. Click to know more: http://example.in/8698 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.1,50,000 personal loan can be credited instantly on 15.02.2026. Check if you qualify: http://example.in/2140 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 you are eligible for a personal loan on 25.11.2026. Check if you qualify: http://example.in/9610 - CASHe",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 personal loan can be credited instantly on 14.01.2026. Check if you qualify: http://example.in/9908 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.50,000 credit line available on 27.01.2026. Get money in minutes: http://example.in/8768 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.1,50,000 cash loan up to Rs.1,50,000 on 09.04.2026. Click to know more: http://example.in/1725 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.25,000 instant cash loan available on 11.08.2026. Check if you qualify: http://example.in/5228 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.80,000 quick loan can be disbursed on 06.03.2026. Complete KYC to proceed: http://example.in/5899 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.80,000 personal loan can be credited instantly on 15.02.2026. Instant approval: http://example.in/9683 - Bajaj Finserv",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.1,50,000 loan can be credited to your Bank A/c on 27.07.2026. Check if you qualify: http://example.in/9505 - KreditBee",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.5,00,000 quick loan can be disbursed on 09.05.2026. Instant approval: http://example.in/1217 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.80,000 instant cash loan available on 05.02.2026. Complete KYC to proceed: http://example.in/2150 - mPokket",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.50,000 you are eligible for a personal loan on 22.10.2026. Offer valid today: http://example.in/7582 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.5,00,000 you are eligible for a personal loan on 10.03.2026. Click to know more: http://example.in/9255 - Navi",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.2,000 to Rs.5,000 cash loan up to Rs.5,000 on 16.03.2026. Offer valid today: http://example.in/4600 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.25,000 to Rs.80,000 cash loan up to Rs.80,000 on 21.11.2026. Complete KYC to proceed: http://example.in/2168 - Kissht",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.80,000 cash loan up to Rs.80,000 on 10.05.2026. Get money in minutes: http://example.in/5891 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.10,000 pre-approved loan available on 27.11.2026. Click to know more: http://example.in/4259 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,000 to Rs.25,000 instant cash loan available on 13.03.2026. Get money in minutes: http://example.in/4744 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 credit line available on 06.02.2026. Offer valid today: http://example.in/8758 - PaySense",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.50,000 to Rs.1,50,000 pre-approved loan available on 14.11.2026. Offer valid today: http://example.in/8643 - LazyPay",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.5,00,000 to Rs.5,00,000 loan offer waiting for you on 06.10.2026. Check if you qualify: http://example.in/3259 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.10,000 to Rs.5,00,000 instant cash loan available on 20.05.2026. Complete KYC to proceed: http://example.in/6374 - MoneyView",No,Loan Marketing,Promotional message; no actual money movement
"Dear Customer, Rs.80,000 to Rs.80,000 credit line available on 26.08.2026. Get money in minutes: http://example.in/9049 - Ram Fincor",No,Loan Marketing,Promotional message; no actual money movement
